"label","@id","map","@type","skos:sameas","skos:sameas","skos:closematch"
"2,5yr 4_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/36",,"munsell colour",,,
"5yr 5_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/37",,"munsell colour",,,
"11th to 12th century","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/375","periodo","period","http://n2t.net/ark:/99152/p0b6j5mmx9p",,
"xv","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/376",,"phase",,,
"5yr 4_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/38",,"munsell colour",,,
"7_5 yr 4_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/39",,"munsell colour",,,
"accumulation","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/4",,"formation type",,,
"10yr 6_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/40",,"munsell colour",,,
"10yr 3_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/41",,"munsell colour",,,
"ovis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/410","#N/A","#N/A","#N/A",,
"capra","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/411","#N/A","#N/A","#N/A",,
"s_g","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/412","#N/A","#N/A","#N/A",,
"l","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/413",,"side",,,
"r","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/414",,"side",,,
"domestic cattle","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/415","#N/A","#N/A","#N/A",,
"domestic sheep","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/416","#N/A","#N/A","#N/A",,
"domestic goat","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/417","#N/A","#N/A","#N/A",,
"domestic sheep_goat","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/418","#N/A","#N/A","#N/A",,
"domestic pig","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/419","#N/A","#N/A","#N/A",,
"10yr 5_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/42",,"munsell colour",,,
"horse","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/420","#N/A","#N/A","#N/A",,
"red deer","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/421","#N/A","#N/A","#N/A",,
"dog","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/422","#N/A","#N/A","#N/A",,
"aurochs?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/423","#N/A","#N/A","#N/A",,
"human","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/424","#N/A","#N/A","#N/A",,
"mussels","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/425","#N/A","#N/A","#N/A",,
"oyster","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/426","#N/A","#N/A","#N/A",,
"scallop","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/427","#N/A","#N/A","#N/A",,
"bird","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/428","#N/A","#N/A","#N/A",,
"10yr 5_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/43",,"munsell colour",,,
"crab","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/430","#N/A","#N/A","#N/A",,
"unidentifiable","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/431","#N/A","#N/A","#N/A",,
"brown hare","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/432","#N/A","#N/A","#N/A",,
"wild boar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/433","#N/A","#N/A","#N/A",,
"dolphin","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/434","#N/A","#N/A","#N/A",,
"sturgeon-type","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/435","#N/A","#N/A","#N/A",,
"cyprinoid","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/436","#N/A","#N/A","#N/A",,
"domestic cat","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/437","#N/A","#N/A","#N/A",,
"fox","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/438","#N/A","#N/A","#N/A",,
"rodents","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/439","#N/A","#N/A","#N/A",,
"2,5y 3_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/44",,"munsell colour",,,
"badger","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/440","#N/A","#N/A","#N/A",,
"european roe deer","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/441","#N/A","#N/A","#N/A",,
"koulan ?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/442","#N/A","#N/A","#N/A",,
"forest cat","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/443","#N/A","#N/A","#N/A",,
"limpet","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/444","#N/A","#N/A","#N/A",,
"saiga","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/445","#N/A","#N/A","#N/A",,
"chicken","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/446","#N/A","#N/A","#N/A",,
"type of mollusc","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/447","#N/A","#N/A","#N/A",,
"periwinkle","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/448","#N/A","#N/A","#N/A",,
"beluga sturgeon","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/449","#N/A","#N/A","#N/A",,
"2,5y 3_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/45",,"munsell colour",,,
"carp-like fish","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/450","#N/A","#N/A","#N/A",,
"serpenta","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/451","#N/A","#N/A","#N/A",,
"porpoise","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/452","#N/A","#N/A","#N/A",,
"turtle","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/453","#N/A","#N/A","#N/A",,
"marten","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/454","#N/A","#N/A","#N/A",,
"roker","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/455","#N/A","#N/A","#N/A",,
"corsac fox","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/456","#N/A","#N/A","#N/A",,
"ass","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/457","#N/A","#N/A","#N/A",,
"donkey","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/458","#N/A","#N/A","#N/A",,
"vertebrae","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/459","#N/A","#N/A","#N/A",,
"7_5 yr 5_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/46",,"munsell colour",,,
"ribs","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/460","#N/A","#N/A","#N/A",,
"scapula","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/461","#N/A","#N/A","#N/A",,
"humerus proximal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/462","#N/A","#N/A","#N/A",,
"humerus distal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/463","#N/A","#N/A","#N/A",,
"humerus shaft","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/464","#N/A","#N/A","#N/A",,
"radius proximal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/465","#N/A","#N/A","#N/A",,
"radius distal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/466","#N/A","#N/A","#N/A",,
"radius shaft","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/467","#N/A","#N/A","#N/A",,
"ulna","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/468","#N/A","#N/A","#N/A",,
"mtcwhole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/469","#N/A","#N/A","#N/A",,
"7_5 yr 4_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/47",,"munsell colour",,,
"mtc proximal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/470","#N/A","#N/A","#N/A",,
"mtc distal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/471","#N/A","#N/A","#N/A",,
"mtc shaft","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/472","#N/A","#N/A","#N/A",,
"pelvis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/473","#N/A","#N/A","#N/A",,
"femur distal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/474","#N/A","#N/A","#N/A",,
"femur shaft","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/475","#N/A","#N/A","#N/A",,
"tibia proximal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/476","#N/A","#N/A","#N/A",,
"tibia distal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/477","#N/A","#N/A","#N/A",,
"tibia shaft","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/478","#N/A","#N/A","#N/A",,
"astragalus","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/479","#N/A","#N/A","#N/A",,
"5yr 8_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/48",,"munsell colour",,,
"calcaneous","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/480","#N/A","#N/A","#N/A",,
"central","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/481","#N/A","#N/A","#N/A",,
"patella","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/482","#N/A","#N/A","#N/A",,
"carpal_tarsal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/483","#N/A","#N/A","#N/A",,
"mtt proximal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/484","#N/A","#N/A","#N/A",,
"mtt distal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/485","#N/A","#N/A","#N/A",,
"mtt shaft","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/486","#N/A","#N/A","#N/A",,
"mpp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/487","#N/A","#N/A","#N/A",,
"first phalange","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/488","#N/A","#N/A","#N/A",,
"second phalange","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/489","#N/A","#N/A","#N/A",,
"5yr 5_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/49",,"munsell colour",,,
"third phalange","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/490","#N/A","#N/A","#N/A",,
"horn core","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/491","#N/A","#N/A","#N/A",,
"skull brain parts","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/492","#N/A","#N/A","#N/A",,
"skull facial parts","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/493","#N/A","#N/A","#N/A",,
"upper teeth","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/494","#N/A","#N/A","#N/A",,
"lower jaw","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/495","#N/A","#N/A","#N/A",,
"lower teeth","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/496","#N/A","#N/A","#N/A",,
"radius","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/497","#N/A","#N/A","#N/A",,
"femur proximal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/498","#N/A","#N/A","#N/A",,
"tibia","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/499","#N/A","#N/A","#N/A",,
"destruction","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/5",,"formation type",,,
"gley n 2,5_","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/50",,"munsell colour",,,
"tibia whole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/500","#N/A","#N/A","#N/A",,
"mtt whole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/501","#N/A","#N/A","#N/A",,
"fibula","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/502","#N/A","#N/A","#N/A",,
"humerus whole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/503","#N/A","#N/A","#N/A",,
"femur whole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/504","#N/A","#N/A","#N/A",,
"sternum","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/505","#N/A","#N/A","#N/A",,
"mandible","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/506","#N/A","#N/A","#N/A",,
"mtc whole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/507","#N/A","#N/A","#N/A",,
"radius whole","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/508","#N/A","#N/A","#N/A",,
"cranium","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/509","#N/A","#N/A","#N/A",,
"10yr 2_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/51",,"munsell colour",,,
"maxilla","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/510","#N/A","#N/A","#N/A",,
"femur","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/511","#N/A","#N/A","#N/A",,
"ulna shaft","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/512","#N/A","#N/A","#N/A",,
"ulna distal","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/513","#N/A","#N/A","#N/A",,
"grifel'naya","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/514","#N/A","#N/A","#N/A",,
"adult","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/519","#N/A","#N/A","#N/A",,
"10yr 4_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/52",,"munsell colour",,,
"juvenile","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/520","#N/A","#N/A","#N/A",,
"male","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/521","#N/A","#N/A","#N/A",,
"female","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/522","#N/A","#N/A","#N/A",,
"!skull","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/523/False","osteo","skeletal frags",,,
"skull","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/523/True","osteo","skeletal frags",,,
"long bones","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/525","osteo","skeletal frags",,,
"dna_strontium","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/526","#N/A","#N/A","#N/A",,
"f","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/527","osteo","skeletal_sex",,,
"m?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/528","osteo","skeletal_sex",,,
"m","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/529","osteo","skeletal_sex",,,
"10yr 6_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/53",,"munsell colour",,,
"child","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/530","osteo","skeletal_sex",,,
"f?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/531","osteo","skeletal_sex",,,
"child m?","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/532","osteo","skeletal_sex",,,
"21a","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/534",,"room",,,
22,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/535",,"room",,,
"complex 1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/536","local","area",,,
"21b","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/537",,"room",,,
27,"http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/538",,"room",,,
"10yr 7_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/539",,"munsell colour",,,
"10yr 3_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/54",,"munsell colour",,,
"tomb 1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/540",,"room",,,
"10yr 8_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/55",,"munsell colour",,,
"10r 8_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/56",,"munsell colour",,,
"7_5 yr 3_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/57",,"munsell colour",,,
"5y 8_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/58",,"munsell colour",,,
"5yr 2,5_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/59",,"munsell colour",,,
"metalworking","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/6",,"formation type",,,
"5yr 4_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/60",,"munsell colour",,,
"5y 4_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/61",,"munsell colour",,,
"2,5y 6_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/62",,"munsell colour",,,
"7_5 yr 4_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/63",,"munsell colour",,,
"2,5yr 3_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/64",,"munsell colour",,,
"10yr 6_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/65",,"munsell colour",,,
"7_5 yr 5_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/66",,"munsell colour",,,
"10yr 2_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/67",,"munsell colour",,,
"10yr 5_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/68",,"munsell colour",,,
"7_5 yr 3_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/69",,"munsell colour",,,
"root","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/7",,"formation type",,,
"5yr 2,5_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/70",,"munsell colour",,,
"7_5 yr 2,5_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/71",,"munsell colour",,,
"10yr 3_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/72",,"munsell colour",,,
"7_5 yr 6_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/73",,"munsell colour",,,
"2,5yr 6_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/74",,"munsell colour",,,
"2,5y 4_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/75",,"munsell colour",,,
"10yr 5_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/76",,"munsell colour",,,
"2,5yr 4_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/77",,"munsell colour",,,
"2,5y 6_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/78",,"munsell colour",,,
"10yr 7_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/79",,"munsell colour",,,
"construction","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/8",,"formation type",,,
"10r 5_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/80",,"munsell colour",,,
"5y 6_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/81",,"munsell colour",,,
"2,5y 2,5_1","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/82",,"munsell colour",,,
"class 2 (\""carrot\"")","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/826",,"ceramic type",,,
"class 3 (zeest-100)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/827",,"ceramic type",,,
"adsv, type v","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/828",,"ceramic type",,,
"class 22 (zeest-95; lra 4-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/829",,"ceramic type",,,
"2,5yr 3_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/83",,"munsell colour",,,
"class 24","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/830",,"ceramic type",,,
"class 41","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/831",,"ceramic type",,,
"class 43 (gunsenin-ii)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/832",,"ceramic type",,,
"class 45  (gunsenin-iv)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/833",,"ceramic type",,,
"class 52","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/834",,"ceramic type",,,
"wheelmade cookware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/835",,"ceramic type",,,
"pithos (type)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/836",,"ceramic type",,,
"closed storage vessel","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/837",,"ceramic type",,,
"lid (type)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/838",,"ceramic type",,,
"red clay (zeest - 69, 72, 73)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/839",,"ceramic type",,,
"2,5y 4_3","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/84",,"munsell colour",,,
"light clay (zeest 104-105; types \u0435-f-shelov)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/840",,"ceramic type",,,
"sinope","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/841",,"ceramic type",,,
"colchis","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/842",,"ceramic type",,,
"unidentified hellenistic_roman amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/843",,"ceramic type",,,
"class 1 (\""waisted\"")","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/844",,"ceramic type",,,
"class 4 (lra 3-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/845",,"ceramic type",,,
"class 12 (lrc 1-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/846",,"ceramic type",,,
"class 18  (lra 2-riley)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/847",,"ceramic type",,,
"class 36","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/848",,"ceramic type",,,
"class 42 (gunsenin-i) ","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/849",,"ceramic type",,,
"2,5y 4_2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/85",,"munsell colour",,,
"handmade cookware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/850",,"ceramic type",,,
"plain fineware jar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/851",,"ceramic type",,,
"glazed white ware ii, hayes 1992","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/852",,"ceramic type",,,
"glazed white ware ii, type 3 (hayes 1992)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/853",,"ceramic type",,,
"glazed white ware iv (group 9, yakobson)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/854",,"ceramic type",,,
"unidentified glazed fineware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/855",,"ceramic type",,,
"red-slip","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/856",,"ceramic type",,,
"lrc, form 2, hayes 1972 ","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/857",,"ceramic type",,,
"lrc, form 3, hayes 1972","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/858",,"ceramic type",,,
"black gloss","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/859",,"ceramic type",,,
"10yr 4_4","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/86",,"munsell colour",,,
"brown gloss","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/860",,"ceramic type",,,
"unidentified amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/862",,"ceramic type",,,
"unidentified plain fineware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/863",,"ceramic type",,,
"hellenistic or roman plain fineware jar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/864",,"ceramic type",,,
"arsw, form 62 b","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/865",,"ceramic type",,,
"class 48 (gunsenin-iii)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/866",,"ceramic type",,,
"red clay (zeest - 72, 73, 75)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/867",,"ceramic type",,,
"unidentified early byzantine amphora","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/868",,"ceramic type",,,
"middle byzantine plain fineware jar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/869",,"ceramic type",,,
"10yr 5_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/87",,"munsell colour",,,
"late byzantine plain fineware jar","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/870",,"ceramic type",,,
"zeuxippos ware (groups 1-2, yakobson)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/871",,"ceramic type",,,
"aegean ware (group 3, yakobson)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/872",,"ceramic type",,,
"slip-painted ware (group 8,  yakobson) ","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/873",,"ceramic type",,,
"gww ii, type 2","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/874",,"ceramic type",,,
"mortarium","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/875",,"ceramic type",,,
"special vessel","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/876",,"ceramic type",,,
"lamp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/877",,"ceramic type",,,
"light clay","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/878",,"ceramic type",,,
"heraclea","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/879",,"ceramic type",,,
"2,5yr 7_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/88",,"munsell colour",,,
"rhodes","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/880",,"ceramic type",,,
"unidentified middle byzantine glazed fineware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/881",,"ceramic type",,,
"terracotta figurine","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/882",,"ceramic type",,,
"unidentified late byzantine glazed fineware","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/883",,"ceramic type",,,
"water pipe","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/884",,"ceramic type",,,
"sgraffito ware (monochrome)","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/885",,"ceramic type",,,
"lrc, form 1, hayes 1972","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/886",,"ceramic type",,,
"arsw, form 93-97","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/887",,"ceramic type",,,
"tile with stamp","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/888",,"ceramic type",,,
"lrc, form 10, hayes 1972","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/889",,"ceramic type",,,
"10yr 7_6","http://ica.tacc.utexas.edu/chersonesos/ark/concept/attribute/89",,"munsell colour",,,
